Interlocut,Latitud,Longitud,Pedido,Real,T.Ruta,cluster
210349,-11.9476752,-77.0779205,1.48,1.48,R.Principal,9
210349,-12.0004331,-77.0635768,5.040000000000001,5.040000000000001,R.Principal,9
210349,-12.004467,-77.0701731,2.68,2.68,R.Principal,9
210349,-11.99999,-77.06365,16.424999999999997,16.424999999999997,R.Principal,9
210349,-12.002789,-77.065353,8.200000000000001,8.200000000000001,R.Principal,9
210349,-11.9925,-77.0701,14.65,14.65,R.Principal,9
210349,-11.99916,-77.06453,6.22,6.22,R.Principal,9
210349,-11.9921,-77.06498,3.12,3.12,R.Principal,9
210349,-11.989333,-77.068166,4.2,4.2,R.Principal,9
210349,-11.99095,-77.06632,1.7640000000000002,1.7640000000000002,R.Principal,9
210349,-11.990357,-77.072074,20.5,20.5,R.Principal,9
210349,-11.98982,-77.06758,3.12,3.12,R.Principal,9
210349,-11.9903,-77.0712,2.01,2.01,R.Principal,9
210349,-11.9487718,-77.0785527,4.295,4.295,R.Principal,9
210349,-11.9489969,-77.0791388,1.62,1.62,R.Principal,9
210349,-11.9431948,-77.0770663,1.145,1.145,R.Principal,9
210349,-11.9383369,-77.0733627,2.2199999999999998,2.2199999999999998,R.Principal,9
210349,-11.9489944,-77.0791842,1.36,1.36,R.Principal,9
210349,-11.9418789,-77.0723212,1.84,1.84,R.Principal,9
210349,-11.9276338,-77.074906,1.98,1.98,R.Principal,9
210350,-12.01751,-77.07673,2.2,2.2,R.Principal,5
210350,-12.0155953,-77.0719894,8.915,8.915,R.Principal,5
210350,-12.013572,-77.070652,5.0,5.0,R.Principal,5
210350,-12.0132297,-77.0745403,2.6550000000000002,2.6550000000000002,R.Principal,5
210350,-12.0133554,-77.0745741,3.3200000000000003,3.3200000000000003,R.Principal,5
210350,-12.0145694,-77.0765215,4.59,4.59,R.Principal,5
210350,-12.0145733,-77.0764393,10.2,10.2,R.Principal,5
210350,-12.017454,-77.0767281,16.255000000000003,16.255000000000003,R.Principal,5
210350,-12.0176244,-77.0767807,6.85,6.85,R.Principal,5
210350,-12.010827,-77.069117,3.5250000000000004,3.5250000000000004,R.Principal,5
210350,-12.0177592,-77.0732911,0.915,0.915,R.Principal,5
210350,-12.010798,-77.069178,1.6500000000000001,1.6500000000000001,R.Principal,5
210350,-12.0152731,-77.0717896,2.6,2.6,R.Principal,5
210350,-12.01088,-77.07369,1.5,1.5,R.Principal,5
210350,-12.009404,-77.073625,1.81,1.81,R.Principal,5
210350,-12.00895,-77.07085,37.900000000000006,37.900000000000006,R.Principal,0
210350,-12.0081,-77.0718,28.174999999999997,28.174999999999997,R.Principal,5
210350,-12.00927,-77.07573,5.8,5.8,R.Principal,5
210350,-12.0096119,-77.0736278,5.1000000000000005,5.1000000000000005,R.Principal,5
210350,-12.01008,-77.07077,1.24,1.24,R.Principal,5
210350,-12.00994,-77.07051,2.1999999999999997,2.1999999999999997,R.Principal,5
210350,-12.011801,-77.076284,13.120000000000001,13.120000000000001,R.Principal,5
210350,-12.008724,-77.072539,3.0549999999999997,3.0549999999999997,R.Principal,5
210350,-12.00789,-77.06561,5.515,5.515,R.Principal,5
210350,-12.00718,-77.06626,27.1,27.1,R.Principal,5
210350,-12.01164,-77.078693,6.140000000000001,6.140000000000001,R.Principal,5
210350,-12.0098253,-77.0707332,4.27,4.27,R.Principal,5
210350,-12.00717,-77.07258,0.375,0.375,R.Principal,5
210350,-12.00773,-77.06865,6.215,6.215,R.Principal,5
210350,-12.009441,-77.073635,2.0,2.0,R.Principal,5
210350,-12.0104744,-77.0712514,2.04,2.04,R.Principal,5
210351,-11.88729,-77.03744,4.22,4.22,R.Principal,22
210351,-11.89245,-77.02269,3.7199999999999998,3.7199999999999998,R.Principal,22
210351,-11.8862179,-77.035073,4.199999999999999,4.199999999999999,R.Principal,22
210351,-11.89246,-77.0387,31.815,31.815,R.Principal,22
210351,-11.89223,-77.02052,5.36,5.36,R.Principal,22
210351,-11.89416,-77.02322,2.6,2.6,R.Principal,22
210351,-11.8901369,-77.041878,17.9,17.9,R.Principal,22
210351,-11.8963651,-77.0337667,1.29,1.29,R.Principal,22
210351,-11.8897407,-77.0421211,9.66,9.66,R.Principal,22
210351,-11.8938085,-77.0322831,26.04,26.04,R.Principal,22
210351,-11.888042,-77.036314,1.78,1.78,R.Principal,22
210351,-11.88767,-77.036341,20.920000000000005,20.920000000000005,R.Principal,22
210351,-11.891746,-77.030967,57.38,57.38,R.Principal,0
210351,-11.8900162,-77.0417634,18.945,18.945,R.Principal,22
210351,-11.885464,-77.029741,4.82,4.82,R.Principal,22
210351,-11.88539,-77.02953,1.33,1.33,R.Principal,22
210351,-11.8917189,-77.0252195,11.27,11.27,R.Principal,22
210351,-11.8855409,-77.0298219,2.0,2.0,R.Principal,22
210351,-11.8925141,-77.0226664,15.96,15.96,R.Principal,22
210351,-11.880541,-77.0356284,28.695,28.695,R.Principal,22
210351,-11.8920029,-77.0304649,2.64,2.64,R.Principal,22
210351,-11.8901123,-77.0420257,4.4399999999999995,4.4399999999999995,R.Principal,22
210352,-11.97776,-77.04689,1.68,1.68,R.Principal,18
210352,-11.980615,-77.046141,6.08,6.08,R.Principal,18
210352,-11.9779,-77.0467,33.974999999999994,33.974999999999994,R.Principal,0
210352,-11.97791,-77.04668,8.6,8.6,R.Principal,18
210352,-11.98018,-77.05836,5.4399999999999995,5.4399999999999995,R.Principal,18
210352,-11.981897,-77.043078,4.8,4.8,R.Principal,18
210352,-11.982083,-77.046968,6.115,6.115,R.Principal,18
210352,-11.980049,-77.038106,2.9699999999999998,2.9699999999999998,R.Principal,18
210352,-11.977944,-77.046644,7.575,7.575,R.Principal,18
210352,-11.977996,-77.04671,77.02,77.02,R.Principal,0
210352,-11.982561,-77.047781,9.23,9.23,R.Principal,18
210352,-11.97786,-77.04667,8.74,8.74,R.Principal,18
210352,-11.97788,-77.04667,29.399,29.399,R.Principal,18
210352,-11.982523,-77.045179,3.216,3.216,R.Principal,18
210352,-11.978059,-77.046559,31.342,31.342,R.Principal,0
210352,-11.97836,-77.04991,6.0,6.0,R.Principal,18
210352,-11.978067,-77.046638,63.019999999999996,63.019999999999996,R.Principal,0
210352,-11.980775,-77.0582105,0.72,0.72,R.Principal,18
210352,-11.970171,-77.041159,9.4,9.4,R.Principal,18
210352,-11.978212,-77.050839,1.575,1.575,R.Principal,18
210352,-11.9723882,-77.0439724,2.355,2.355,R.Principal,18
210352,-11.980573,-77.058138,48.989999999999995,48.989999999999995,R.Principal,0
210352,-11.9751096,-77.049208,11.535,11.535,R.Principal,18
210352,-11.980334,-77.058311,68.075,68.075,R.Principal,0
210352,-11.98027,-77.05568,39.05,39.05,R.Principal,0
210352,-11.984452,-77.045265,2.8,2.8,R.Principal,18
210352,-11.97934,-77.0463,5.08,5.08,R.Principal,18
210352,-11.9725218,-77.0452074,6.119999999999999,6.119999999999999,R.Principal,18
210352,-11.9754412,-77.0491075,12.0,12.0,R.Principal,18
210352,-11.9774451,-77.053114,2.16,2.16,R.Principal,18
210352,-11.9820286,-77.0431745,2.9,2.9,R.Principal,18
210353,-11.7765245,-77.1649316,4.62,4.62,R.Principal,4
210353,-11.77668,-77.165328,21.650000000000002,21.650000000000002,R.Principal,4
210353,-11.77329,-77.17481,10.1,10.1,R.Principal,4
210353,-11.77319,-77.17315,9.8,9.8,R.Principal,4
210353,-11.7764352,-77.1674357,7.83,7.83,R.Principal,4
210353,-11.7766252,-77.1656185,0.75,0.75,R.Principal,4
210353,-11.7728,-77.1729,6.535,6.535,R.Principal,4
210353,-11.7731294,-77.1730591,5.0,5.0,R.Principal,4
210353,-11.77396,-77.175505,0.96,0.96,R.Principal,4
210353,-11.77631,-77.16855,5.462,5.462,R.Principal,4
210353,-11.7788868,-77.1617925,1.55,1.55,R.Principal,4
210353,-11.7770229,-77.1639265,7.630000000000001,7.630000000000001,R.Principal,4
210353,-11.780004,-77.161098,11.774999999999999,11.774999999999999,R.Principal,4
210353,-11.78251,-77.15949,1.56,1.56,R.Principal,4
210353,-11.78013,-77.1622,3.9,3.9,R.Principal,4
210353,-11.77826,-77.164574,1.2,1.2,R.Principal,4
210353,-11.77422,-77.16977,1.17,1.17,R.Principal,4
210353,-11.77622,-77.16796,1.575,1.575,R.Principal,4
210353,-11.7778,-77.164927,3.0599999999999996,3.0599999999999996,R.Principal,4
210353,-11.776532,-77.166455,2.22,2.22,R.Principal,4
210353,-11.7790096,-77.1719038,5.63,5.63,R.Principal,4
210353,-11.7733111,-77.170169,3.18,3.18,R.Principal,4
210353,-11.7786566,-77.1638324,1.79,1.79,R.Principal,4
210353,-11.7851,-77.15673,12.795,12.795,R.Principal,4
210353,-11.80036,-77.173994,6.92,6.92,R.Principal,4
210353,-11.7848299,-77.1570817,38.78,38.78,R.Principal,4
210353,-11.78011,-77.16239,2.2,2.2,R.Principal,4
210354,-11.98573,-76.99854,19.8,19.8,R.Principal,3
210354,-11.984701,-77.00643,7.24,7.24,R.Principal,3
210354,-11.96023,-76.98373,3.7399999999999998,3.7399999999999998,R.Principal,3
210354,-11.9683109,-76.9928485,14.4,14.4,R.Principal,3
210354,-11.970507,-76.992908,4.94,4.94,R.Principal,3
210354,-11.967918,-76.992211,1.3199999999999998,1.3199999999999998,R.Principal,3
210354,-11.96877,-76.99316,0.3,0.3,R.Principal,3
210354,-11.959807,-76.985877,1.515,1.515,R.Principal,3
210354,-11.9680509,-76.9922063,21.3,21.3,R.Principal,3
210354,-11.96011,-76.97759,1.45,1.45,R.Principal,3
210354,-11.9651508,-76.9752406,8.015,8.015,R.Principal,3
210354,-11.966711,-76.983186,1.0,1.0,R.Principal,3
210354,-11.956662,-76.980104,3.2600000000000002,3.2600000000000002,R.Principal,3
210354,-11.9603374,-76.9805289,0.9,0.9,R.Principal,3
210354,-11.980735,-76.986229,1.08,1.08,R.Principal,3
210354,-11.9604859,-76.9836471,3.84,3.84,R.Principal,3
210354,-11.962634,-76.981402,9.38,9.38,R.Principal,3
210354,-11.9606682,-76.983685,33.0,33.0,R.Principal,3
210354,-11.98068,-76.98611,4.6,4.6,R.Principal,3
210354,-11.9648974,-76.9749194,2.1,2.1,R.Principal,3
210354,-11.9631,-76.97836,5.29,5.29,R.Principal,3
210354,-11.9736,-76.99423,0.72,0.72,R.Principal,3
210354,-11.979342,-76.98574,0.56,0.56,R.Principal,3
210354,-11.96522,-76.97465,3.9299999999999997,3.9299999999999997,R.Principal,3
210354,-11.9610004,-76.9793914,5.0,5.0,R.Principal,3
210354,-11.96496,-76.97569,2.38,2.38,R.Principal,3
210354,-11.98196,-76.97764,2.16,2.16,R.Principal,3
210354,-11.96781,-76.98521,6.04,6.04,R.Principal,3
210354,-11.97513401,-76.98986745,12.200000000000001,12.200000000000001,R.Principal,3
210354,-11.9670086,-76.9705245,3.9,3.9,R.Principal,3
210354,-11.96473,-76.96828,2.16,2.16,R.Principal,3
210354,-11.96537,-76.97175,2.57,2.57,R.Principal,3
210354,-11.9648912,-76.9771893,3.715,3.715,R.Principal,3
210354,-11.9610004,-76.9793914,2.888,2.888,R.Principal,3
210354,-11.97186,-76.98774,0.6,0.6,R.Principal,3
210354,-11.96676,-76.98323,2.64,2.64,R.Principal,3
210354,-11.9680437,-76.9852964,2.37,2.37,R.Principal,3
210354,-11.96284,-76.98083,3.4699999999999998,3.4699999999999998,R.Principal,3
210354,-11.98172,-76.97794,3.18,3.18,R.Principal,3
210354,-11.96973,-76.98842,1.9999999999999998,1.9999999999999998,R.Principal,3
210354,-11.972587,-76.988284,4.82,4.82,R.Principal,3
210354,-11.9658659,-76.9756918,2.08,2.08,R.Principal,3
210354,-11.9774576,-76.9916211,6.405,6.405,R.Principal,3
210354,-11.96711,-76.98266,6.8999999999999995,6.8999999999999995,R.Principal,3
210354,-11.96865,-76.99316,11.415000000000001,11.415000000000001,R.Principal,3
210354,-11.96559,-76.9746,2.26,2.26,R.Principal,3
210354,-11.97757,-76.98745,13.538,13.538,R.Principal,3
210354,-11.971557,-76.989845,27.294999999999998,27.294999999999998,R.Principal,3
210354,-11.96735,-76.98467,0.56,0.56,R.Principal,3
210354,-11.96824,-76.99225,0.68,0.68,R.Principal,3
210354,-11.97257,-76.98615,1.6400000000000001,1.6400000000000001,R.Principal,3
210354,-11.9753791,-76.9899049,2.56,2.56,R.Principal,3
210354,-11.96944,-76.99308,48.0,48.0,R.Principal,0
210354,-11.9658437,-76.9725494,9.6,9.6,R.Principal,3
210354,-11.96492,-76.97564,1.7,1.7,R.Principal,3
210354,-11.98034,-76.98074,3.76,3.76,R.Principal,3
210354,-11.9791299,-76.9892863,2.378,2.378,R.Principal,3
210354,-11.97435,-76.99174,1.84,1.84,R.Principal,3
210354,-11.95729,-76.97915,1.6800000000000002,1.6800000000000002,R.Principal,3
210354,-11.9604781,-76.9836464,0.6,0.6,R.Principal,3
