Día,Interlocut,Cliente,Latitud,Longitud,Pedido,Real,T.Ruta,Cluster
lunes,210362,11639573,-11.94475,-77.08657,10.34,10.34,R.Principal,11
lunes,210349,11661705,-11.9347,-77.08757,10.065,10.065,R.Principal,11
lunes,210349,11661211,-11.93456,-77.08897,1.1600000000000001,1.1600000000000001,R.Principal,11
lunes,210349,11660584,-11.93295,-77.0936,2.52,2.52,R.Principal,11
lunes,204565,11685152,-11.9362388,-77.0817903,2.2399999999999998,2.2399999999999998,R.Secundario,11
lunes,210349,11659877,-11.92957,-77.09415,1.9600000000000002,1.9600000000000002,R.Principal,11
lunes,204565,11641999,-11.93653,-77.06558,19.0,19.0,R.Secundario,11
lunes,210349,11662331,-11.93302,-77.09381,1.9000000000000001,1.9000000000000001,R.Principal,11
lunes,210349,11667569,-11.9273167,-77.0783308,5.7,5.7,R.Principal,11
lunes,210349,11668647,-11.9349027,-77.0956054,2.97,2.97,R.Principal,11
lunes,210349,11672371,-11.9222386,-77.0767487,8.66,8.66,R.Principal,11
lunes,204565,6393786,-11.9418974,-77.0608464,1.3399999999999999,1.3399999999999999,R.Secundario,11
lunes,204565,11569310,-11.944819,-77.0502451,5.09,5.09,R.Secundario,11
lunes,204565,11680654,-11.9483889,-77.0553037,153.6,153.6,R.Secundario,11
lunes,210349,11684336,-11.9363955,-77.0942834,0.6,0.6,R.Principal,11
lunes,204565,11559914,-11.9345772,-77.0571209,1.2,1.2,R.Secundario,11
lunes,210349,11685163,-11.9344532,-77.0841597,3.5700000000000003,3.5700000000000003,R.Principal,11
lunes,210349,6358022,-11.93383,-77.07639,0.84,0.84,R.Principal,11
lunes,210349,6342040,-11.9376,-77.0742,10.0,10.0,R.Principal,11
lunes,210349,11652864,-11.94498,-77.0776,2.6799999999999997,2.6799999999999997,R.Principal,11
lunes,210362,11654182,-11.945,-77.08657,3.5549999999999997,3.5549999999999997,R.Principal,11
lunes,210349,11685164,-11.9343573,-77.084198,4.04,4.04,R.Principal,11
lunes,210362,11685774,-11.9534744,-77.091169,1.095,1.095,R.Principal,11
lunes,204568,11547925,-11.9358528,-77.0754113,2.6999999999999997,2.6999999999999997,R.Secundario,11
lunes,204568,6409097,-11.937585,-77.0736538,1.64,1.64,R.Secundario,11
lunes,210349,11632267,-11.94469,-77.07766,0.8,0.8,R.Principal,11
lunes,210349,11653816,-11.93585,-77.0769,2.9200000000000004,2.9200000000000004,R.Principal,11
lunes,210349,11687763,-11.9356858,-77.0998591,1.1400000000000001,1.1400000000000001,R.Principal,11
lunes,210349,11684455,-11.9322962,-77.096878,3.4,3.4,R.Principal,11
lunes,210349,11685520,-11.9343267,-77.0842614,2.7650000000000006,2.7650000000000006,R.Principal,11
lunes,210349,11653001,-11.93718,-77.08024,0.6,0.6,R.Principal,11
lunes,210358,11565993,-12.059102,-76.942859,1.2,1.2,R.Principal,12
lunes,210358,11631161,-12.05757,-76.94158,0.72,0.72,R.Principal,12
lunes,210358,6385759,-12.049058,-76.93842,19.014999999999997,19.014999999999997,R.Principal,12
lunes,210358,6427789,-12.05876,-76.94305,16.755000000000003,16.755000000000003,R.Principal,12
lunes,210358,11600005,-12.053764,-76.940073,7.15,7.15,R.Principal,12
lunes,210358,11637813,-12.05397,-76.939,2.0999999999999996,2.0999999999999996,R.Principal,12
lunes,210358,11597422,-12.057923,-76.94008,5.495,5.495,R.Principal,12
lunes,210358,6343466,-12.062148,-76.941059,6.5,6.5,R.Principal,12
lunes,210358,6357500,-12.061846,-76.936775,3.5999999999999996,3.5999999999999996,R.Principal,12
lunes,210358,6357711,-12.059944,-76.940756,19.695,19.695,R.Principal,12
lunes,210358,11559329,-12.0533827,-76.9401418,2.44,2.44,R.Principal,12
lunes,210358,6351753,-12.055105,-76.940278,6.255,6.255,R.Principal,12
lunes,210358,11579282,-12.06192,-76.93587,14.315000000000001,14.315000000000001,R.Principal,12
lunes,210358,6393645,-12.052162,-76.939668,1.435,1.435,R.Principal,12
lunes,210358,6361198,-12.054873,-76.94033400000001,19.44,19.44,R.Principal,12
lunes,210358,6402591,-12.06017,-76.93993,0.48,0.48,R.Principal,12
lunes,210358,11601151,-12.0549,-76.9402,2.1449999999999996,2.1449999999999996,R.Principal,12
lunes,210358,6356049,-12.059882,-76.934943,1.47,1.47,R.Principal,12
lunes,210358,11653629,-12.0595,-76.94025,1.77,1.77,R.Principal,12
lunes,210358,11634828,-12.06153,-76.93491,6.69,6.69,R.Principal,12
lunes,210358,11660851,-12.05879,-76.94306,11.120000000000001,1.96,R.Principal,12
lunes,210358,6355463,-12.053462,-76.940977,1.68,1.68,R.Principal,12
lunes,210358,11655224,-12.0633,-76.936,1.22,1.22,R.Principal,12
lunes,210358,11645381,-12.05844,-76.94319,1.52,1.52,R.Principal,12
lunes,210358,11661225,-12.06167,-76.938,2.18,2.18,R.Principal,12
lunes,210358,11634542,-12.0562,-76.93919,2.66,2.66,R.Principal,12
lunes,210358,6350645,-12.0620915,-76.9367301,3.36,3.36,R.Principal,12
lunes,210358,11673717,-12.0532058,-76.940603,2.0749999999999997,2.0749999999999997,R.Principal,12
lunes,210358,11660852,-12.06068,-76.94115,3.1099999999999994,3.1099999999999994,R.Principal,12
lunes,210358,11653630,-12.06102,-76.94175,1.68,1.68,R.Principal,12
lunes,210358,11653628,-12.06073,-76.93463,2.775,2.775,R.Principal,12
lunes,210358,11653178,-12.06094,-76.94131,1.065,1.065,R.Principal,12
lunes,210358,11656904,-12.05343,-76.94012,0.88,0.88,R.Principal,12
lunes,210358,11629472,-12.05175,-76.93843,3.3249999999999997,3.3249999999999997,R.Principal,12
lunes,210358,11654120,-12.06056,-76.93995,1.68,1.68,R.Principal,12
lunes,210358,11581404,-12.0613205,-76.9366923,1.3199999999999998,1.3199999999999998,R.Principal,12
lunes,210370,6394156,-12.014597,-76.8846652,65.0,65.0,R.Secundario,13
lunes,210357,11662519,-12.04566,-76.89298,1.68,1.68,R.Principal,13
lunes,210357,11658224,-12.01644,-76.89905,8.135,8.135,R.Principal,13
lunes,210357,11641191,-12.01915,-76.88591,11.280000000000001,11.280000000000001,R.Principal,13
lunes,210357,11656915,-12.01898,-76.88388,3.0,3.0,R.Principal,13
lunes,210357,11605572,-12.019501,-76.887469,9.8,9.8,R.Principal,13
lunes,210357,11654478,-12.01706,-76.88438,2.5,2.5,R.Principal,13
lunes,210357,11640941,-12.01766,-76.8861,51.095,51.095,R.Principal,13
lunes,210357,11612619,-12.01964,-76.88679,2.0,2.0,R.Principal,13
lunes,210357,11662355,-12.01972,-76.88744,4.91,4.91,R.Principal,13
lunes,210357,11645610,-12.01903,-76.89597,5.265,5.265,R.Principal,13
lunes,210357,11664227,-12.0466986,-76.8937993,2.12,2.12,R.Principal,13
lunes,210357,11670703,-12.0258538,-76.8888293,1.68,1.68,R.Principal,13
lunes,210357,11675196,-12.0305214,-76.8853216,0.15,0.15,R.Principal,13
lunes,210357,11681066,-12.0262235,-76.8903844,2.08,2.08,R.Principal,13
lunes,210357,11681128,-12.0164219,-76.8846957,11.135,11.135,R.Principal,13
lunes,210357,11621606,-12.02052612,-76.89034293,1.1600000000000001,1.1600000000000001,R.Principal,13
lunes,210357,6349916,-12.01951,-76.88627,30.0,30.0,R.Principal,13
lunes,210357,11682289,-12.0175975,-76.8979906,3.8400000000000003,3.8400000000000003,R.Principal,13
lunes,210357,11667378,-12.0315143,-76.8908019,1.36,1.36,R.Principal,13
lunes,210355,11556444,-12.004957,-76.998466,14.015,14.015,R.Principal,14
lunes,210355,11676430,-12.0027195,-76.9940256,4.6,4.6,R.Principal,14
lunes,210355,11640368,-12.00767,-76.99744,2.72,2.72,R.Principal,14
lunes,210355,11603592,-12.002362,-76.998837,6.0,6.0,R.Principal,14
lunes,210355,11565184,-12.00052,-76.99531,1.79,1.79,R.Principal,14
lunes,210355,11649797,-12.00223,-76.99816,4.630000000000001,4.630000000000001,R.Principal,14
lunes,210355,11656911,-12.00412,-76.99343,15.68,15.68,R.Principal,14
lunes,210355,11676429,-12.0036285,-77.002284,11.34,11.34,R.Principal,14
lunes,210355,11607361,-12.00325,-76.9985,2.96,2.96,R.Principal,14
lunes,210355,11659804,-12.00651,-76.99237,6.41,6.41,R.Principal,14
lunes,210355,11640367,-12.00435,-77.00256,26.215,13.014999999999999,R.Principal,14
lunes,210355,11554926,-12.001115,-76.997499,2.3200000000000003,2.3200000000000003,R.Principal,14
lunes,210355,11685724,-12.0020921,-76.9968867,5.375,5.375,R.Principal,14
lunes,210355,11607876,-12.00923,-76.997066,3.4400000000000004,3.4400000000000004,R.Principal,14
lunes,210355,11663373,-12.00454,-76.99547,1.593,1.593,R.Principal,14
lunes,210355,11647331,-12.00239,-76.99785,4.38,4.38,R.Principal,14
lunes,210355,11662926,-12.00776,-76.98974,7.295,7.295,R.Principal,14
lunes,210355,11656386,-12.00455,-76.99599,2.6,2.6,R.Principal,14
lunes,210355,11666279,-12.0084367,-76.9994983,1.115,1.115,R.Principal,14
lunes,210355,11665150,-12.0070021,-76.9993236,2.2800000000000002,2.2800000000000002,R.Principal,14
lunes,210355,11553679,-12.00515292,-76.99762523,3.36,3.36,R.Principal,14
lunes,210355,11683461,-12.0055056,-76.9977161,0.375,0.375,R.Principal,14
lunes,210355,11668881,-12.008522,-76.9907015,2.9499999999999997,2.9499999999999997,R.Principal,14
lunes,210353,11668475,-11.8557509,-77.0699941,4.96,4.96,R.Principal,15
lunes,204621,11679585,-11.8620024,-77.0759491,34.5,34.5,R.Secundario,15
lunes,210353,11687975,-11.8545203,-77.0686432,4.475,4.475,R.Principal,15
lunes,210353,11662710,-11.85673,-77.07026,1.1600000000000001,1.1600000000000001,R.Principal,15
lunes,204621,11684154,-11.8604387,-77.0757757,7.4,7.4,R.Secundario,15
lunes,210353,11662906,-11.85656,-77.07899,2.08,2.08,R.Principal,15
lunes,210353,11661049,-11.85449,-77.06865,1.605,1.605,R.Principal,15
lunes,204621,11668232,-11.8617765,-77.0757565,0.2,0.2,R.Secundario,15
lunes,204621,11670273,-11.8618454,-77.0752879,3.6,3.6,R.Secundario,15
lunes,204621,11634032,-11.8617218,-77.0753763,3.6,3.6,R.Secundario,15
lunes,204621,11667874,-11.8604468,-77.0757083,7.0,7.0,R.Secundario,15
lunes,204621,11667679,-11.8605068,-77.0754833,5.325,5.325,R.Secundario,15
lunes,204621,11634825,-11.8634879,-77.0744634,23.65,23.65,R.Secundario,15
lunes,204621,11631509,-11.8643,-77.07469,16.080000000000002,16.080000000000002,R.Secundario,15
lunes,204621,11596684,-11.8621626,-77.0753124,19.7,19.7,R.Secundario,15
lunes,204621,11634824,-11.86018,-77.07557,24.0,24.0,R.Secundario,15
lunes,204621,11634036,-11.863753,-77.074721,24.0,24.0,R.Secundario,15
lunes,204621,11632681,-11.86197,-77.07554,82.18,82.18,R.Secundario,15
lunes,204621,11634035,-11.8637454,-77.0747453,35.075,35.075,R.Secundario,15
lunes,210353,11661407,-11.85574,-77.06927,4.04,4.04,R.Principal,15
lunes,204621,11668390,-11.8600491,-77.0754043,5.04,5.04,R.Secundario,15
lunes,210353,11659760,-11.86394,-77.06295,1.6400000000000001,1.6400000000000001,R.Principal,15
lunes,204621,11672058,-11.86375,-77.0747381,21.0,21.0,R.Secundario,15
lunes,210353,11662704,-11.85685,-77.07516,1.7200000000000002,1.7200000000000002,R.Principal,15
lunes,204568,11594202,-11.8678863,-77.074566,1.94,1.94,R.Secundario,15
lunes,210352,11663515,-11.98621,-77.06391,4.92,4.92,R.Principal,16
lunes,210352,11683017,-11.9859382,-77.0621175,2.02,2.02,R.Principal,16
lunes,210352,11683016,-11.9860058,-77.0611863,1.1400000000000001,1.1400000000000001,R.Principal,16
lunes,210352,11637911,-11.9946,-77.05397,3.38,3.38,R.Principal,16
lunes,210352,6362191,-11.985635,-77.060609,12.735,12.735,R.Principal,16
lunes,210352,11598572,-11.997141,-77.052999,12.28,12.28,R.Principal,16
lunes,210352,11665287,-12.0016563,-77.0543647,7.08,7.08,R.Principal,16
lunes,210368,11609882,-12.0001164,-77.0495072,1.2,1.2,R.Principal,16
lunes,210368,11632039,-11.98568912,-77.06099888,3.12,3.12,R.Principal,16
lunes,210352,11683015,-11.9873824,-77.055775,4.875,4.875,R.Principal,16
lunes,210352,6419109,-11.99716,-77.05288,30.79,24.389999999999997,R.Principal,16
lunes,210352,11645184,-11.99493,-77.05221,1.8800000000000001,1.8800000000000001,R.Principal,16
lunes,210352,6340983,-11.994178,-77.056038,9.0,9.0,R.Principal,16
lunes,210352,11630989,-11.99678,-77.05265,15.0,15.0,R.Principal,16
lunes,210352,11667188,-11.9978233,-77.0514827,2.24,2.24,R.Principal,16
lunes,210352,11666644,-11.9973838,-77.0529286,15.100000000000001,15.100000000000001,R.Principal,16
lunes,210352,11641195,-11.9946025,-77.0540189,9.614999999999998,9.614999999999998,R.Principal,16
lunes,210372,6342149,-12.056685,-77.0373422,10.0,10.0,R.Principal,17
lunes,210346,11611787,-12.049677,-77.040157,1.095,1.095,R.Principal,17
lunes,210372,6340638,-12.052921,-77.035752,2.0,2.0,R.Principal,17
lunes,210346,11666726,-12.0441853,-77.0366208,0.5,0.5,R.Principal,17
lunes,210346,11672533,-12.0473465,-77.0380073,1.15,1.15,R.Principal,17
lunes,210372,6341083,-12.0573056,-77.0368103,85.3,85.3,R.Principal,17
lunes,210372,11555543,-12.0542459,-77.0396585,0.6,0.6,R.Principal,17
lunes,210372,11552379,-12.050872,-77.0360461,2.9799999999999995,2.9799999999999995,R.Principal,17
lunes,210346,11635540,-12.04994,-77.03982,2.075,2.075,R.Principal,17
lunes,210372,6362516,-12.0584139,-77.0384285,3.0,3.0,R.Principal,17
lunes,210372,6424426,-12.05214,-77.03138,1.2,1.2,R.Principal,17
lunes,210346,6341878,-12.0472757,-77.0318699,5.929999999999999,5.929999999999999,R.Principal,17
lunes,210372,6341432,-12.0477741,-77.0326351,9.5,9.5,R.Principal,17
lunes,210346,6349004,-12.045068,-77.039307,22.490000000000002,22.490000000000002,R.Principal,17
lunes,210346,11687558,-12.0456263,-77.0408421,5.140000000000001,5.140000000000001,R.Principal,17
lunes,210346,6360888,-12.0490289,-77.0411734,2.05,2.05,R.Principal,17
lunes,210346,11671167,-12.0459699,-77.0371098,0.86,0.86,R.Principal,17
lunes,210346,11663528,-12.0448,-77.03875,4.12,4.12,R.Principal,17
lunes,210346,11605678,-12.043698,-77.033255,26.799999999999997,26.799999999999997,R.Principal,17
lunes,210346,11648589,-12.04527,-77.03479,3.3,3.3,R.Principal,17
lunes,210346,11638055,-12.05506,-77.03373,2.7,2.7,R.Principal,17
lunes,210346,6434877,-12.053312,-77.032324,23.0,23.0,R.Principal,17
lunes,210372,11685847,-12.056777,-77.0374122,15.2,15.2,R.Principal,17
lunes,210372,6351440,-12.05668,-77.03953,6.0,6.0,R.Principal,17
lunes,210347,6348771,-12.05354,-77.04408,17.875,17.875,R.Principal,17
lunes,210346,11647754,-12.0420036,-77.0387599,1.14,1.14,R.Principal,17
lunes,210346,11613972,-12.0486222,-77.0419088,0.5,0.5,R.Principal,17
lunes,210346,11647835,-12.04207,-77.03763,3.0,3.0,R.Principal,17
lunes,210346,11613457,-12.049783,-77.040015,1.38,1.38,R.Principal,17
lunes,210346,6346899,-12.045851,-77.036411,6.0,6.0,R.Principal,17
lunes,210346,6350089,-12.0481184,-77.0398605,3.0,3.0,R.Principal,17
lunes,210346,11599727,-12.078113,-77.002258,5.7749999999999995,5.7749999999999995,R.Principal,18
lunes,210346,11656237,-12.07676,-77.00385,1.5350000000000001,1.5350000000000001,R.Principal,18
lunes,210346,11606313,-12.078389,-77.006325,2.92,2.92,R.Principal,18
lunes,210346,11605366,-12.076915,-77.000624,1.8399999999999999,1.8399999999999999,R.Principal,18
lunes,210346,6342898,-12.079719,-77.003995,1.88,1.88,R.Principal,18
lunes,210346,11616564,-12.080091,-77.003068,3.56,3.56,R.Principal,18
lunes,210346,11553759,-12.076899,-77.000204,3.84,3.84,R.Principal,18
lunes,210346,6356686,-12.079685,-77.004007,2.12,2.12,R.Principal,18
lunes,210346,11543064,-12.0855492,-76.9963176,13.549999999999999,13.549999999999999,R.Principal,18
lunes,210346,11599052,-12.075044,-77.006414,0.7,0.7,R.Principal,18
lunes,210346,11634385,-12.07629,-77.004833,13.27,13.27,R.Principal,18
lunes,210346,11667191,-12.0793552,-77.0073503,6.2,6.2,R.Principal,18
lunes,210346,11603050,-12.0856529,-76.9962507,5.0,5.0,R.Principal,18
lunes,210346,11665142,-12.0793574,-77.0073359,24.65,24.65,R.Principal,18
lunes,210346,11596868,-12.076827,-77.000432,19.925,19.925,R.Principal,18
lunes,210346,6358609,-12.075264,-77.00005,1.3199999999999998,1.3199999999999998,R.Principal,18
lunes,210346,11675495,-12.0787729,-77.0081772,8.995,8.995,R.Principal,18
lunes,210346,11610942,-12.07978,-77.00416,5.53,5.53,R.Principal,18
lunes,210346,6360466,-12.07136,-76.99688,2.165,2.165,R.Principal,18
lunes,210346,11543081,-12.0813173,-76.9938043,67.875,67.875,R.Principal,18
lunes,210346,11631176,-12.075938,-77.0003742,1.67,1.67,R.Principal,18
lunes,210371,11578459,-12.0827198,-76.9970831,9.629999999999999,9.629999999999999,R.Principal,18
lunes,210371,6404412,-12.0727516,-76.992496,1.2,1.2,R.Principal,18
lunes,210371,6340692,-12.07013,-76.99517,411.0,411.0,R.Principal,18
lunes,210346,11684886,-12.0703701,-77.0005794,66.01500000000001,66.01500000000001,R.Principal,18
lunes,210346,11656770,-12.07701,-77.00691,0.72,0.72,R.Principal,18
lunes,210351,11679502,-11.8510418,-77.0031888,4.585,4.585,R.Principal,19
lunes,210351,6422938,-11.8784096,-77.0186645,1.2,1.2,R.Principal,19
lunes,210351,11680263,-11.851014,-77.0032211,0.5800000000000001,0.5800000000000001,R.Principal,19
lunes,210351,11665956,-11.8622002,-77.0088775,2.2800000000000002,1.08,R.Principal,19
lunes,210351,6418498,-11.88002,-77.0319,3.62,2.42,R.Principal,19
lunes,210351,11678227,-11.8783865,-77.0186572,12.38,12.38,R.Principal,19
lunes,210351,11686922,-11.8698242,-77.017454,12.329999999999998,11.129999999999999,R.Principal,19
lunes,210351,11665464,-11.8468178,-76.9998615,3.92,1.6,R.Principal,19
lunes,210351,11666698,-11.879996,-77.0319859,2.6799999999999997,1.48,R.Principal,19
lunes,210351,11635869,-11.880072,-77.03204,6.699999999999999,6.699999999999999,R.Principal,19
lunes,210351,11635005,-11.87978,-77.03151,3.6149999999999998,3.6149999999999998,R.Principal,19
lunes,210351,11634196,-11.8772579,-77.0309937,3.18,3.18,R.Principal,19
lunes,210351,6352891,-11.87851611,-77.01877682,83.91,59.910000000000004,R.Principal,19
lunes,210351,11652421,-11.875479,-77.031503,3.8400000000000003,3.8400000000000003,R.Principal,19
lunes,210351,11645382,-11.8786598,-77.0306535,1.58,1.58,R.Principal,19
lunes,210351,6348345,-11.8792393,-77.0312703,2.02,2.02,R.Principal,19
lunes,210351,11597267,-11.878246,-77.018814,1.3499999999999999,0.15,R.Principal,19
lunes,204565,6425822,-11.91439,-77.04244,0.8999999999999999,0.8999999999999999,R.Secundario,19
lunes,210351,11678228,-11.8621484,-77.0089113,3.92,2.8,R.Principal,19
lunes,210351,11657841,-11.87815,-77.01889,24.5,24.5,R.Principal,19
lunes,204565,11615015,-11.89986,-77.03736,4.2,4.2,R.Secundario,19
lunes,210351,6412980,-11.88762,-77.02352,9.82,9.82,R.Principal,19
lunes,210351,11652420,-11.8821835,-77.033204,5.56,3.2399999999999998,R.Principal,19
lunes,210354,6437373,-11.9860604,-76.9956919,0.5,0.5,R.Principal,20
lunes,210354,11555146,-11.9603262,-76.9835272,0.75,0.75,R.Principal,20
lunes,210354,11681356,-11.9828001,-76.9973387,2.06,2.06,R.Principal,20
lunes,210354,11653810,-11.96865,-76.99316,9.975000000000001,9.975000000000001,R.Principal,20
lunes,210354,11561523,-11.984701,-77.00643,8.295,8.295,R.Principal,20
lunes,210354,11674723,-11.9680509,-76.9922063,22.2,22.2,R.Principal,20
lunes,210354,11654777,-11.98616,-76.99565,0.72,0.72,R.Principal,20
lunes,210368,11673986,-12.0073474,-77.0084218,31.36,31.36,R.Principal,20
lunes,210354,6353292,-11.9874734,-76.9953273,8.595,8.595,R.Principal,20
lunes,210354,11644908,-11.98775,-76.99528,0.8600000000000001,0.8600000000000001,R.Principal,20
lunes,210354,11565364,-11.98573,-76.99854,10.8,10.8,R.Principal,20
lunes,210354,11613347,-11.98731,-76.99527,2.3200000000000003,2.3200000000000003,R.Principal,20
lunes,210354,11678383,-11.9604859,-76.9836471,12.09,12.09,R.Principal,20
lunes,210354,6349240,-11.9683109,-76.9928485,15.535,15.535,R.Principal,20
lunes,210354,11642975,-11.9848,-77.00632,0.9,0.9,R.Principal,20
lunes,210354,6355262,-11.970507,-76.992908,3.4850000000000003,3.4850000000000003,R.Principal,20
lunes,210354,11556561,-11.967918,-76.992211,1.28,1.28,R.Principal,20
lunes,210354,11646812,-11.96877,-76.99316,36.42,36.42,R.Principal,20
lunes,210354,11566136,-11.96902,-76.99105,3.415,3.415,R.Principal,20
lunes,210354,11666649,-11.9831284,-77.0021925,2.2800000000000002,2.2800000000000002,R.Principal,20
lunes,210354,11552880,-11.98018,-77.00317,4.035,4.035,R.Principal,20
lunes,210354,11677115,-11.9797377,-77.0018979,1.7,1.7,R.Principal,20
lunes,204565,11678464,-11.9908833,-77.0808165,18.94,18.94,R.Secundario,21
lunes,210349,11639792,-11.99032,-77.08093,6.2,6.2,R.Principal,21
lunes,210349,11685528,-11.9914406,-77.0762498,0.54,0.54,R.Principal,21
lunes,210349,11597416,-11.988976,-77.074135,0.56,0.56,R.Principal,21
lunes,210349,11627127,-11.98963,-77.06537,7.359999999999999,7.359999999999999,R.Principal,21
lunes,210349,11679362,-11.9910602,-77.0738763,2.7199999999999998,2.7199999999999998,R.Principal,21
lunes,210368,6344466,-11.9882899,-77.0648631,20.0,20.0,R.Principal,21
lunes,210349,11652460,-11.989107,-77.075099,1.575,1.575,R.Principal,21
lunes,210349,11642806,-11.9901,-77.0812,4.5600000000000005,4.5600000000000005,R.Principal,21
lunes,210349,11642695,-11.99032,-77.08108,1.575,1.575,R.Principal,21
lunes,210349,6395939,-11.990194,-77.066784,16.055,16.055,R.Principal,21
lunes,210349,11669035,-11.9869364,-77.0767195,1.6199999999999999,1.6199999999999999,R.Principal,21
lunes,210349,11647337,-11.99047,-77.07481,1.7599999999999998,1.7599999999999998,R.Principal,21
lunes,210349,11634820,-11.99012,-77.08093,6.04,6.04,R.Principal,21
lunes,210349,11652451,-11.989048,-77.075119,3.635,3.635,R.Principal,21
lunes,210349,11601596,-11.990205,-77.080546,14.535,14.535,R.Principal,21
lunes,210349,11633697,-11.9887,-77.0762,1.075,1.075,R.Principal,21
lunes,210349,11658739,-11.98882,-77.07529,2.86,2.86,R.Principal,21
lunes,210349,11616440,-11.98892,-77.07507,9.7,9.7,R.Principal,21
lunes,210349,11680409,-11.990663,-77.0748061,4.950000000000001,4.950000000000001,R.Principal,21
lunes,210358,11543934,-12.082278,-76.977023,3.395,3.395,R.Principal,22
lunes,210358,6428175,-12.082292,-76.976901,2.55,2.55,R.Principal,22
lunes,210356,6427785,-12.049806,-76.971652,8.225000000000001,8.225000000000001,R.Principal,22
lunes,210371,11564887,-12.0978,-76.97291,1.2,1.2,R.Principal,22
lunes,210356,6343051,-12.049638,-76.971394,4.3149999999999995,4.3149999999999995,R.Principal,22
lunes,204622,6346594,-12.06899,-76.97389,10.2,10.2,R.Secundario,22
lunes,210358,6362292,-12.0624577,-76.9581444,2.4050000000000002,2.4050000000000002,R.Principal,22
lunes,210356,11653186,-12.04961,-76.97126,5.2,5.2,R.Principal,22
lunes,210358,6428176,-12.076451,-76.974973,10.020000000000001,10.020000000000001,R.Principal,22
lunes,210358,6429742,-12.07491,-76.97222,6.4399999999999995,6.4399999999999995,R.Principal,22
lunes,210358,11619764,-12.068164,-76.96486,5.715,5.715,R.Principal,22
lunes,210371,6438511,-12.08476,-76.973,1.2,1.2,R.Principal,22
lunes,210371,6356991,-12.10193,-76.97362,18.0,18.0,R.Principal,22
lunes,210371,6350542,-12.10237,-76.97141,14.64,14.64,R.Principal,22
lunes,210370,11652797,-12.07052,-76.98131,9.0,9.0,R.Secundario,22
lunes,210369,11672062,-12.1215467,-76.9925688,18.16,18.16,R.Principal,22
lunes,210369,6426940,-12.1260258,-76.9706406,10.0,10.0,R.Principal,22
lunes,210369,6361712,-12.12931,-76.99226,1.84,1.84,R.Principal,22
lunes,210369,6417109,-12.13004,-76.98295,2.2399999999999998,2.2399999999999998,R.Principal,22
lunes,210369,11546149,-12.1363841,-76.988098,1.2,1.2,R.Principal,22
lunes,210369,11548911,-12.1288238,-76.9850219,2.6599999999999997,2.6599999999999997,R.Principal,22
lunes,210369,11631742,-12.1469764,-76.9856344,7.32,7.32,R.Principal,22
lunes,210371,6341388,-12.11104,-76.99195,23.810000000000002,23.810000000000002,R.Principal,22
lunes,210369,6340800,-12.1111238,-76.9860252,74.64,74.64,R.Principal,22
lunes,210369,6340736,-12.11056,-76.98204,30.0,30.0,R.Principal,22
lunes,210358,11666437,-12.0772492,-76.9643112,0.375,0.375,R.Principal,22
lunes,210358,11556564,-12.076846,-76.975034,1.68,1.68,R.Principal,22
lunes,210358,11675966,-12.0707463,-76.9687335,4.34,4.34,R.Principal,22
lunes,210358,11675198,-12.0665485,-76.9617651,2.24,2.24,R.Principal,22
lunes,210358,11672279,-12.0760769,-76.9745726,3.7,3.7,R.Principal,22
lunes,210358,11667096,-12.0811762,-76.9679846,3.5,3.5,R.Principal,22
lunes,210358,11664142,-12.07095,-76.96917,2.24,2.24,R.Principal,22
lunes,210358,11663924,-12.07604,-76.97447,1.22,1.22,R.Principal,22
lunes,210358,6438460,-12.077707,-76.975477,1.3199999999999998,1.3199999999999998,R.Principal,22
lunes,210358,11553834,-12.066326,-76.966684,2.41,2.41,R.Principal,22
lunes,210369,6340801,-12.11115,-76.98823,42.0,42.0,R.Principal,22
lunes,204622,6346596,-12.07384,-76.96653,8.0,8.0,R.Secundario,22
